,length,energy
0,0.2,0.16417475609636975
1,0.24745762711864408,-0.2879326169603266
2,0.29491525423728815,-0.5700193907971085
3,0.3423728813559322,-0.7567584525288134
4,0.38983050847457623,-0.8830099408562744
5,0.43728813559322033,-0.969409040057109
6,0.48474576271186437,-1.0364222587842122
7,0.5322033898305085,-1.078646544339337
8,0.5796610169491525,-1.1079225966431576
9,0.6271186440677965,-1.1244442678888382
10,0.6745762711864407,-1.1159393646691045
11,0.7220338983050847,-1.1356397783869285
12,0.7694915254237287,-1.1298633027608895
13,0.8169491525423729,-1.1083199343285737
14,0.8644067796610169,-1.0998368760655626
15,0.9118644067796609,-1.0891900709272868
16,0.9593220338983051,-1.0783176114655988
17,1.006779661016949,-1.0997142809436802
18,1.054237288135593,-1.0800529319602272
19,1.1016949152542372,-1.0673734555818597
20,1.1491525423728812,-1.0214181575012213
21,1.1966101694915252,-1.0064064030854205
22,1.2440677966101694,-0.9910193663033529
23,1.2915254237288134,-0.9953071593991194
24,1.3389830508474574,-0.9607096382133724
25,1.3864406779661016,-1.014772633204389
26,1.4338983050847456,-0.9669469522213737
27,1.4813559322033896,-0.97166217389389
28,1.5288135593220338,-0.9023153021906561
29,1.5762711864406778,-0.8884981468968582
30,1.6237288135593217,-0.9787267470474996
31,1.671186440677966,-0.8620412246370448
32,1.71864406779661,-0.9652716714461445
33,1.766101694915254,-0.9083810478047487
34,1.8135593220338981,-0.825543820854011
35,1.8610169491525421,-0.9475261637412099
36,1.9084745762721862,-0.9408503745430775
37,1.9559322033898303,-0.8848364937766903
38,2.0033898305084743,-0.9265332700433017
39,2.0508474576271185,-0.9405762828368568
40,2.0983050847457627,-0.9333337045478689
41,2.1457627118644065,-0.9427661151466925
42,2.1932203389830507,-0.7475513114563691
43,2.240677966101695,-0.747453024157618
44,2.288135593220339,-0.7789621414832416
45,2.335593220338983,-0.746835576680007
46,2.383050847457627,-0.9219766285206445
47,2.4305084745762713,-0.7443193432713474
48,2.477966101694915,-0.9361428868362895
49,2.5254237288135593,-0.7823082377227537
50,2.5728813559322035,-0.9351746975619305
51,2.6203389830508472,-0.717422669673756
52,2.6677966101704915,-0.684176452590681
53,2.7152542372881356,-0.9224346636845161
54,2.7627118644067794,-0.6750035322714081
55,2.8101694915254236,-0.8895790055015987
56,2.857627118644068,-0.6693895740385976
57,2.9050847457627116,-0.8875753664963199
58,2.952542372881356,-0.8867251939812306
59,3.0,-0.6560527174180042
