2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,1.641747560963697505e-01,4.620612200000000502e-01,2.200000000000000000e+01,3.000000000000000000e+00,2.000000000000000111e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.303613669256868668e-01,4.318207689999999932e-01,2.200000000000000000e+01,3.000000000000000000e+00,2.282828282828282818e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-3.562434704442383193e-01,5.037030429999999059e-01,2.600000000000000000e+01,2.000000000000000000e+00,2.565656565656565524e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-5.257012550884192503e-01,4.882104349999999426e-01,2.600000000000000000e+01,2.000000000000000000e+00,2.848484848484848508e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-6.506859860693183784e-01,3.850919329999999974e-01,1.600000000000000000e+01,2.000000000000000000e+00,3.131313131313131493e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-7.536735975829855771e-01,4.756840889999999211e-01,1.600000000000000000e+01,2.000000000000000000e+00,3.414141414141413922e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-8.442990971066671735e-01,1.036835092999999874e+00,7.200000000000000000e+01,3.000000000000000000e+00,3.696969696969696906e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-9.100016381466015103e-01,7.072239029999999316e-01,4.400000000000000000e+01,3.000000000000000000e+00,3.979797979797979890e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-9.521425649091442844e-01,2.855604139999999846e-01,1.000000000000000000e+01,2.000000000000000000e+00,4.262626262626262319e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-9.973105162887275776e-01,1.112171079999999979e+00,7.600000000000000000e+01,3.000000000000000000e+00,4.545454545454545303e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.034356628903271957e+00,4.219301269999999882e-01,2.000000000000000000e+01,2.000000000000000000e+00,4.828282828282828287e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.052463159642750945e+00,6.418575020000000242e-01,4.000000000000000000e+01,2.000000000000000000e+00,5.111111111111110716e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.083665895464850593e+00,1.954745351999999992e+00,1.500000000000000000e+02,2.000000000000000000e+00,5.393939393939393145e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.100595321155341200e+00,1.327573200000000009e+00,6.000000000000000000e+01,1.000000000000000000e+00,5.676767676767676685e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.099767738616287405e+00,6.961517910000000198e-01,4.400000000000000000e+01,3.000000000000000000e+00,5.959595959595960224e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.109903378898308812e+00,1.590623196999999989e+00,9.200000000000000000e+01,3.000000000000000000e+00,6.242424242424242653e-01
