4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-3.999845220100167076e+00,1.085211928712999907e+03,8.250000000000000000e+02,2.000000000000000000e+00,2.000000000000000111e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-4.724763374314208342e+00,1.319750737450000088e+03,1.122000000000000000e+03,2.000000000000000000e+00,2.282828282828282818e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-5.260532676880745662e+00,2.535608154941000066e+03,1.980000000000000000e+03,3.000000000000000000e+00,2.565656565656565524e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-5.664883399023877608e+00,3.826289875309000308e+03,3.201000000000000000e+03,4.000000000000000000e+00,2.848484848484848508e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-5.979344651477846107e+00,2.753451869953000369e+03,2.013000000000000000e+03,5.000000000000000000e+00,3.131313131313131493e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-6.229093467155711217e+00,1.763537267853999992e+03,1.452000000000000000e+03,2.000000000000000000e+00,3.414141414141413922e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-6.431666506023278274e+00,1.675354968000000099e+03,1.386000000000000000e+03,6.000000000000000000e+00,3.696969696969696906e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-6.600968709086176389e+00,3.782176591361999726e+03,3.168000000000000000e+03,3.000000000000000000e+00,3.979797979797979890e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-6.741111160316737738e+00,6.809354635140000482e+02,5.940000000000000000e+02,1.000000000000000000e+00,4.262626262626262319e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-6.863183047372551471e+00,1.575727569545999813e+03,1.254000000000000000e+03,3.000000000000000000e+00,4.545454545454545303e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-6.970254722973328043e+00,3.322629120111999782e+03,2.706000000000000000e+03,5.000000000000000000e+00,4.828282828282828287e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.064114211290235978e+00,3.075185470429999896e+03,2.508000000000000000e+03,3.000000000000000000e+00,5.111111111111110716e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.148024333252223528e+00,1.331045408339000005e+03,1.023000000000000000e+03,4.000000000000000000e+00,5.393939393939393145e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.223088311973329567e+00,1.132038218461000042e+03,8.910000000000000000e+02,2.000000000000000000e+00,5.676767676767676685e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.290483917957498505e+00,7.544045973849999882e+02,6.270000000000000000e+02,3.000000000000000000e+00,5.959595959595960224e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.351143567600484374e+00,2.628865774809999607e+02,1.980000000000000000e+02,1.000000000000000000e+00,6.242424242424242653e-01
